Gene ID	EC#	dbCAN_hmm	dbCAN_sub	DIAMOND	#ofTools	Recommend Results	Substrate
NODE_91400_length_558_cov_1.508946_1	-	GT2(8-126)	GT2(9-134)	-	2	GT2	-
NODE_91439_length_558_cov_1.133201_1	-	GT1(7-175)	GT1_e20(2-174)	-	2	GT1_e20	-
NODE_91464_length_557_cov_23.029880_1	-	-	GT8_e175(4-96)	-	1	-	-
NODE_9150_length_3535_cov_22.952299_1	-	-	GT4_e3411(1071-1174)	GT0	2	GT4_e3411	-
NODE_91517_length_557_cov_2.647410_1	-	-	GH23_e792(13-106)	-	1	-	-
NODE_91533_length_557_cov_2.448207_1	-	GH186(7-184)	-	GH186	2	GH186	-
NODE_9153_length_3534_cov_13.587525_3	-	-	-	GH28	1	-	-
NODE_91556_length_557_cov_2.159363_1	-	-	-	GH36	1	-	-
NODE_915_length_23188_cov_40.276748_6	-	-	-	GH3	1	-	-
NODE_9165_length_3531_cov_3.337169_1	2.4.1.109:12	GT39(63-277)	GT39_e9(63-278)	GT39	3	GT39_e9	-
NODE_91663_length_557_cov_1.127490_1	-	-	-	GH20	1	-	-
NODE_91679_length_556_cov_24.562874_1	4.2.2.n1:2	-	GH23_e150(1-105)	-	1	-	-
NODE_9169_length_3529_cov_5.340242_2	-	-	-	GH31_1+GH31_1	1	-	-
NODE_916_length_23177_cov_29.962071_15	-	-	-	GH0	1	-	-
NODE_916_length_23177_cov_29.962071_9	-	GH23(24-151)	GH23_e489(32-152)	-	2	GH23_e489	-
NODE_91736_length_556_cov_2.726547_1	-	-	-	GH3	1	-	-
NODE_9173_length_3528_cov_32.995969_1	-	-	-	GH23	1	-	-
NODE_91764_length_556_cov_2.271457_1	2.4.1.18:57	CBM48(60-147)	CBM48_e2(58-154)	CBM48+GH13_9	3	CBM48_e2	alpha-glucan
NODE_9179_length_3527_cov_4.226094_1	-	-	-	GT57	1	-	-
NODE_917_length_23174_cov_9.444786_10	-	-	-	CE4+GH153	1	-	-
NODE_917_length_23174_cov_9.444786_11	3.2.1.-:7;3.5.1.-:7	GH153(14-360)	GH153_e1(14-360)	CE4+GH153	3	GH153_e1	-;exo-polysaccharide
NODE_917_length_23174_cov_9.444786_8	-	GT2(74-294)	GT2(74-343)	GT2	3	GT2	-
NODE_917_length_23174_cov_9.444786_9	3.2.1.-:8;3.5.1.-:8|3.2.1.-:7;3.5.1.-:7	CE4(103-272)+GH153(315-663)	CE4_e321(105-272)+GH153_e1(317-663)	CE4+GH153	3	CE4_e321|GH153_e1	-;exo-polysaccharide;peptidoglycan
NODE_91834_length_556_cov_1.694611_1	2.4.1.257:12	-	GT32_e68(1-48)	-	1	-	-
NODE_91841_length_556_cov_1.638723_1	-	GT4(2-114)	GT4_e2866(1-113)	-	2	GT4_e2866	-
NODE_91871_length_556_cov_1.395210_1	2.4.1.131:1	-	GT4_e1364(2-139)	-	1	-	-
NODE_918_length_23168_cov_5.791243_12	-	-	-	GT69+GT69	1	-	-
NODE_918_length_23168_cov_5.791243_3	-	-	-	GH27+CBM35	1	-	-
NODE_91930_length_555_cov_7.206000_1	-	GT2(8-177)	GT2(3-182)	GT2	3	GT2	-
NODE_9197_length_3521_cov_4.637623_2	-	-	-	CBM48	1	-	-
NODE_91_length_75400_cov_5.638397_1	-	-	-	GT57	1	-	-
NODE_91_length_75400_cov_5.638397_22	2.4.1.11:48	GT3(12-652)	GT3_e0(13-609)	GT3	3	GT3_e0	-
NODE_91_length_75400_cov_5.638397_27	2.4.1.34:56	GT48(665-1432)	GT48_e0(667-1431)	GT48	3	GT48_e0	-
NODE_91_length_75400_cov_5.638397_28	-	-	-	GT48	1	-	-
NODE_91_length_75400_cov_5.638397_29	-	-	-	AA3_2+AA3_2	1	-	-
NODE_9205_length_3519_cov_3.203522_1	-	-	-	CE1	1	-	-
NODE_9206_length_3519_cov_3.036952_4	-	-	-	GT2	1	-	-
NODE_9206_length_3519_cov_3.036952_5	-	-	-	GT2	1	-	-
NODE_92077_length_555_cov_1.678000_1	2.4.2.43:13	-	GT83_e0(1-183)	GT83	2	GT83_e0	-
NODE_92099_length_555_cov_1.458000_1	-	-	-	GT4	1	-	-
NODE_92157_length_554_cov_12.258517_1	-	-	-	GT2	1	-	-
NODE_92162_length_554_cov_8.046092_2	-	-	GH73_e102(1-46)	-	1	-	-
NODE_92192_length_554_cov_2.919840_1	3.2.1.177:12	GH31_3(2-184)	GH31_e31(2-184)	GH31_3	3	GH31_3	xyloglucan
NODE_9220_length_3514_cov_12.505637_3	3.2.1.4:13;3.2.1.6:2;3.2.1.73:1	GH8(27-329)	GH8_e29(28-329)	GH8	3	GH8_e29	beta-glucan;cellulose
NODE_9224_length_3512_cov_217.003182_1	3.2.1.28:18	GH37(38-514)	GH37_e6(40-514)	GH37	3	GH37_e6	trehalose
NODE_92252_length_554_cov_2.220441_1	-	-	-	GH189+GH94+GT84	1	-	-
NODE_9226_length_3512_cov_17.494649_1	-	GT2(8-176)	GT2(9-131)	GT2	3	GT2	-
NODE_9226_length_3512_cov_17.494649_2	-	GT121(200-351)	-	GT121	2	GT121	-
NODE_9226_length_3512_cov_17.494649_3	-	GT25(2-170)	GT25_e93(3-172)	GT25	3	GT25_e93	-
NODE_92278_length_554_cov_1.987976_1	4.2.2.n1:2	-	GH23_e150(1-95)	-	1	-	-
NODE_92279_length_554_cov_1.927856_1	-	-	-	GH0	1	-	-
NODE_9228_length_3512_cov_13.640150_2	-	GT2(11-111)	-	GT2	2	GT2	-
NODE_9228_length_3512_cov_13.640150_3	-	-	-	GH28	1	-	-
NODE_92358_length_554_cov_1.242485_1	-	-	GT9_e1(55-183)	GT9	2	GT9_e1	-
NODE_9236_length_3510_cov_3.985239_1	-	-	-	GT2	1	-	-
NODE_923_length_23095_cov_38.783811_4	-	GH154(15-355)	GH154_e0(17-355)	GH154	3	GH154_e0	arabinogalactan
NODE_923_length_23095_cov_38.783811_5	-	-	-	GH88	1	-	-
NODE_923_length_23095_cov_38.783811_6	-	GH88(61-387)	GH88_e17(63-386)	GH88	3	GH88_e17	host glycan
NODE_9242_length_3508_cov_3.596583_1	-	-	-	GH72	1	-	-
NODE_9248_length_3506_cov_4.826137_2	-	-	-	GH13_48	1	-	-
NODE_924_length_23092_cov_42.106958_10	-	GT62(60-323)	GT62_e5(62-324)	GT62	3	GT62_e5	-
NODE_924_length_23092_cov_42.106958_7	-	-	-	GT47+GT64	1	-	-
NODE_9264_length_3502_cov_3.104149_2	-	-	-	GH13_30	1	-	-
NODE_92662_length_552_cov_2.336016_1	-	GH19(8-111)	GH19_e101(8-137)	-	2	GH19_e101	-
NODE_9268_length_3501_cov_3.751596_2	-	-	-	GH38	1	-	-
NODE_9269_length_3501_cov_3.603018_1	-	-	-	GH1	1	-	-
NODE_926_length_23052_cov_5.959647_6	-	GT71(348-638)	GT71_e37(349-637)	GT71	3	GT71_e37	-
NODE_926_length_23052_cov_5.959647_7	-	GT71(362-657)	GT71_e37(363-657)	GT71	3	GT71_e37	-
NODE_9270_length_3501_cov_3.551364_1	-	-	-	GH38	1	-	-
NODE_92715_length_552_cov_1.849095_1	-	-	GH33_e0(1-184)	GH33	2	GH33_e0	host glycan
NODE_92782_length_552_cov_1.331992_1	2.4.1.131:20;2.4.1.-:1	GT15(16-149)	GT15_e0(16-147)	-	2	GT15_e0	-
NODE_927_length_23050_cov_8.015786_1	-	GH179(40-277)	-	-	1	-	-
NODE_92805_length_552_cov_1.140845_1	-	CE1(1-184)	CE1_e22(1-184)	-	2	CE1_e22	-
NODE_9286_length_3498_cov_3.900668_1	-	-	-	GH92	1	-	-
NODE_928_length_23040_cov_5.611790_7	-	-	-	GH79	1	-	-
NODE_92932_length_551_cov_2.068548_1	-	-	GT83_e74(7-171)	GT83	2	GT83_e74	-
NODE_9298_length_3494_cov_3.775225_2	-	AA3(28-527)	-	-	1	-	-
NODE_92_length_75349_cov_41.707878_10	2.4.1.34:56	GT48(793-1606)	GT48_e0(795-1604)	GT48	3	GT48_e0	-
NODE_92_length_75349_cov_41.707878_12	-	GH17(26-275)	GH17_e12(29-275)	GH17	3	GH17_e12	-
NODE_92_length_75349_cov_41.707878_38	-	-	-	GH55_2	1	-	-
NODE_92_length_75349_cov_41.707878_9	2.4.1.-:30|2.4.1.-:33	GH72(23-328)	GH72_e1(25-329)+CBM43_e30(380-463)	GH72+CBM43	3	GH72_e1|CBM43_e30	beta-glucan
NODE_93019_length_551_cov_1.348790_2	-	-	GT2(23-121)	-	1	-	-
NODE_93023_length_551_cov_1.340726_1	-	-	GT9_e273(92-182)	GT9	2	GT9_e273	-
NODE_9304_length_3492_cov_3.169334_1	-	-	-	GH38	1	-	-
NODE_9305_length_3491_cov_74.609139_1	-	-	-	GT1	1	-	-
NODE_93129_length_550_cov_2.682828_1	3.2.1.10:1;3.2.1.20:4;3.2.1.70:1;3.2.1.-:1;5.4.99.11:5	GH13_31(13-183)	GH13_e122(13-183)	-	2	GH13_31	alpha-glucan;sucrose
NODE_9314_length_3489_cov_4.228888_1	-	-	-	GT51	1	-	-
NODE_9317_length_3488_cov_4.502476_1	-	-	-	CE4+CE4	1	-	-
NODE_931_length_23030_cov_8.692884_10	-	-	-	GT2	1	-	-
NODE_931_length_23030_cov_8.692884_14	-	GT4(226-369)	GT4_e731(226-370)	GT4	3	GT4_e731	-
NODE_931_length_23030_cov_8.692884_17	-	GT4(170-321)	GT4_e2087(171-319)	GT4	3	GT4_e2087	-
NODE_931_length_23030_cov_8.692884_2	-	-	GT2(14-225)	GT2	2	GT2	-
NODE_931_length_23030_cov_8.692884_3	-	-	GT2(8-168)	GT2	2	GT2	-
NODE_931_length_23030_cov_8.692884_4	-	-	-	CE0+GT2	1	-	-
NODE_931_length_23030_cov_8.692884_8	-	-	-	GT2	1	-	-
NODE_93200_length_550_cov_1.915152_1	-	GH25(96-177)	GH25_e80(95-183)	GH25	3	GH25_e80	peptidoglycan
NODE_9320_length_3487_cov_3.083042_4	-	-	-	CBM50+GH25	1	-	-
NODE_932_length_23013_cov_5.654587_4	-	-	-	GT0	1	-	-
NODE_93323_length_549_cov_9.461538_1	-	-	-	GH23	1	-	-
NODE_9334_length_3481_cov_3.358435_2	2.4.-.-:1	GT1(134-362)	GT1_e0(138-366)	GT1	3	GT1_e0	-
NODE_93357_length_549_cov_3.074899_1	3.2.1.1:4;3.2.1.141:34	-	CBM48_e0(1-71)	CBM48+GH13_10	2	CBM48_e0	alpha-glucan
NODE_93358_length_549_cov_3.070850_1	-	GT2(1-125)	GT2(1-126)	GT2	3	GT2	-
NODE_93359_length_549_cov_3.058704_1	-	-	-	CBM5+GH18	1	-	-
NODE_9337_length_3480_cov_5.680292_1	3.2.1.21:2;3.2.1.23:1;3.2.1.52:1	GH2_15(23-626)	GH2_e115(25-626)	GH2_15	3	GH2_15	arabinan;beta-galactan;beta-glucan
NODE_9338_length_3479_cov_12.087033_3	3.2.1.11:2	GH66(30-634)	GH66_e5(31-634)	GH66	3	GH66_e5	alpha-glucan
NODE_933_length_23006_cov_5.034247_1	-	-	-	GT0	1	-	-
NODE_93460_length_549_cov_1.793522_1	-	GT4(57-180)	GT4_e3124(60-181)	GT4	3	GT4_e3124	-
NODE_934_length_22993_cov_27.929418_20	-	-	-	GT57	1	-	-
NODE_934_length_22993_cov_27.929418_27	-	-	-	GT35	1	-	-
NODE_934_length_22993_cov_27.929418_7	-	-	-	GH3	1	-	-
NODE_934_length_22993_cov_27.929418_8	3.2.1.52:16	GH3(56-278)	GH3_e19(56-278)	GH3	3	GH3_e19	chitin
NODE_9352_length_3472_cov_3.611940_4	-	-	-	GT2	1	-	-
NODE_93554_length_548_cov_11.259635_2	-	-	GT8_e175(4-92)	-	1	-	-
NODE_93576_length_548_cov_3.247465_1	-	-	-	GT2	1	-	-
NODE_9363_length_3468_cov_4.081160_1	-	-	-	GT39	1	-	-
NODE_9365_length_3468_cov_3.808966_3	-	-	-	GT22	1	-	-
NODE_9366_length_3468_cov_2.856431_2	-	-	-	AA1_3+AA1_3	1	-	-
NODE_936_length_22993_cov_5.655593_5	-	-	-	GH43_25+GH43_25	1	-	-
NODE_93726_length_548_cov_1.391481_1	-	-	-	GT2	1	-	-
NODE_9374_length_3465_cov_15.058065_2	-	GT4(184-328)	GT4_e820(185-329)	GT4	3	GT4_e820	-
NODE_9374_length_3465_cov_15.058065_3	-	GT9(18-199)	GT9_e78(10-204)	GT9	3	GT9_e78	-
NODE_93751_length_548_cov_1.219067_1	2.4.1.109:13	GT39(22-174)	GT39_e30(23-177)	GT39	3	GT39_e30	-
NODE_9376_length_3465_cov_2.631378_2	-	-	GT9_e19(113-241)	GT9	2	GT9_e19	-
NODE_9376_length_3465_cov_2.631378_3	-	-	-	GT9	1	-	-
NODE_93787_length_547_cov_4.908537_1	-	-	GT83_e60(5-172)	GT83	2	GT83_e60	-
NODE_937_length_22966_cov_22.675047_12	-	AA3(3-582)	-	-	1	-	-
NODE_9381_length_3463_cov_13.971831_1	-	-	-	PL7	1	-	-
NODE_9381_length_3463_cov_13.971831_2	-	GT30(250-428)	GT30_e31(251-428)	GT30	3	GT30_e31	-
NODE_93839_length_547_cov_2.605691_1	-	GH24(2-133)	GH24_e283(3-134)	-	2	GH24_e283	peptidoglycan
NODE_9383_length_3463_cov_4.121479_3	-	-	-	GH16_22+GH16_22	1	-	-
NODE_93902_length_547_cov_1.991870_1	2.4.1.10:27;3.2.1.26:8	GH68(2-178)	GH68_e2(2-179)	-	2	GH68_e2	fructan
NODE_93922_length_547_cov_1.882114_1	-	-	-	GT4	1	-	-
NODE_93928_length_547_cov_1.847561_1	-	-	-	GH0	1	-	-
NODE_9394_length_3459_cov_3.309048_1	-	-	-	GH10	1	-	-
NODE_93971_length_547_cov_1.532520_1	-	-	GT83_e49(1-180)	-	1	-	-
NODE_93_length_75270_cov_12.349943_26	-	-	GH23_e859(53-161)	GH23	2	GH23_e859	-
NODE_93_length_75270_cov_12.349943_27	-	-	-	GH13_11	1	-	-
NODE_93_length_75270_cov_12.349943_33	-	-	-	GH0	1	-	-
NODE_93_length_75270_cov_12.349943_72	-	-	-	GT4	1	-	-
NODE_93_length_75270_cov_12.349943_8	-	-	-	GT30	1	-	-
NODE_94048_length_546_cov_8.741344_1	-	GT2(4-116)	GT2(5-118)	-	2	GT2	-
NODE_94060_length_546_cov_4.918534_1	-	GT2(4-116)	GT2(5-118)	-	2	GT2	-
NODE_940_length_22909_cov_14.087775_10	-	-	-	GH75	1	-	-
NODE_940_length_22909_cov_14.087775_19	3.2.1.1:2	GH13_5(31-372)	GH13_e245(33-374)	GH13_5	3	GH13_5	alpha-glucan
NODE_94153_length_546_cov_2.177189_2	-	-	GT4_e1700(1-56)	-	1	-	-
NODE_9415_length_3453_cov_4.592113_1	-	-	-	GT2	1	-	-
NODE_9415_length_3453_cov_4.592113_2	-	-	-	GT2	1	-	-
NODE_9416_length_3453_cov_4.275162_1	-	-	-	GH92	1	-	-
NODE_941_length_22845_cov_20.701975_6	4.2.2.n1:8	-	GH23_e734(55-202)	GH23	2	GH23_e734	-
NODE_941_length_22845_cov_20.701975_9	3.2.1.28:18	GH37(59-534)	GH37_e6(61-533)	GH37	3	GH37_e6	trehalose
NODE_94207_length_546_cov_1.731161_1	3.2.1.22:13	GH4(3-127)	GH4_e0(2-129)	GH4	3	GH4_e0	raffinose
NODE_942_length_22843_cov_5.132658_5	-	GH16_2(278-604)	GH16_e146(278-605)	GH16_2+GH16_2	3	GH16_2	-
NODE_9433_length_3448_cov_11.915414_4	-	-	-	GT51	1	-	-
NODE_9436_length_3447_cov_3.086380_3	-	-	GT2(15-105)	-	1	-	-
NODE_9438_length_3447_cov_2.532429_1	-	-	-	GH15	1	-	-
NODE_94433_length_545_cov_1.908163_1	-	-	-	GH15	1	-	-
NODE_9443_length_3445_cov_78.564602_1	-	-	-	GH3	1	-	-
NODE_944_length_22805_cov_5.283516_25	-	-	-	GT1	1	-	-
NODE_9455_length_3441_cov_33.056704_2	2.4.1.25:11	GH77(146-684)	GH77_e27(147-684)	GH77	3	GH77_e27	alpha-glucan
NODE_9455_length_3441_cov_33.056704_3	2.4.1.1:158	GT35(1-357)	GT35_e0(1-358)	GT35	3	GT35_e0	-
NODE_9458_length_3440_cov_5.455539_2	-	-	-	GT2	1	-	-
NODE_9460_length_3439_cov_130.474882_5	-	-	CBM50_e391(97-145)	-	1	-	chitin
NODE_94641_length_544_cov_2.216769_1	-	GH175(59-164)	GH63_e11(1-181)	-	2	GH63_e11	-
NODE_946_length_22765_cov_28.544430_11	-	GT2(6-132)	GT2(7-162)	-	2	GT2	-
NODE_946_length_22765_cov_28.544430_2	-	GT111(5-215)	GT111_e19(6-216)	-	2	GT111_e19	-
NODE_946_length_22765_cov_28.544430_3	-	GT4(168-310)	GT4_e2087(172-319)	GT4	3	GT4_e2087	-
NODE_946_length_22765_cov_28.544430_4	-	GT2(7-147)	GT2(8-131)	-	2	GT2	-
NODE_946_length_22765_cov_28.544430_6	-	GT2(4-116)	GT2(5-126)	-	2	GT2	-
NODE_946_length_22765_cov_28.544430_7	-	-	-	GT2	1	-	-
NODE_946_length_22765_cov_28.544430_9	-	-	GT32_e39(80-149)	-	1	-	-
NODE_94718_length_544_cov_1.742331_1	3.2.1.-:1;3.5.1.-:1	GH153(6-180)	GH153_e0(8-180)	CE4+GH153	3	GH153_e0	-;exo-polysaccharide
NODE_94724_length_544_cov_1.723926_1	3.2.1.-:8;3.5.1.-:8	CE4(28-180)	CE4_e321(31-180)	-	2	CE4_e321	-;peptidoglycan
NODE_94778_length_544_cov_1.319018_1	-	GH102(105-181)	GH102_e12(107-181)	-	2	GH102_e12	peptidoglycan
NODE_947_length_22753_cov_41.353511_5	2.4.1.257:12	-	GT32_e68(149-221)	-	1	-	-
NODE_9482_length_3435_cov_4.045562_1	-	-	-	GT8	1	-	-
NODE_9489_length_3433_cov_8.804914_5	-	-	-	CE8	1	-	-
NODE_9496_length_3432_cov_5.891028_5	4.2.2.n1:10	GH103(60-319)	GH103_e0(60-320)	GH103	3	GH103_e0	peptidoglycan
NODE_94987_length_543_cov_1.690574_1	-	-	-	GT2	1	-	-
NODE_949_length_22710_cov_234.278217_14	2.4.1.227:11	GT28(183-339)	GT28_e46(183-339)	GT28	3	GT28_e46	-
NODE_949_length_22710_cov_234.278217_15	-	GT119(49-393)	-	GT119	2	GT119	-
NODE_949_length_22710_cov_234.278217_9	3.5.1.108:18	CE11(4-276)	CE11_e22(5-276)	CE11	3	CE11_e22	exo-polysaccharide
NODE_94_length_74134_cov_11.121910_30	2.4.1.1:158	GT35(101-810)	GT35_e0(102-811)	GT35	3	GT35_e0	-
NODE_94_length_74134_cov_11.121910_31	2.4.1.21:29	GT5(2-474)	GT5_e31(3-474)	GT5	3	GT5_e31	-
NODE_94_length_74134_cov_11.121910_32	-	-	-	GT5	1	-	-
NODE_94_length_74134_cov_11.121910_33	2.4.1.25:4;3.2.1.68:75;3.2.1.-:1|3.2.1.68:15;3.2.1.-:1	GH13_11(173-523)	CBM48_e3(10-101)+GH13_e48(173-524)	CBM48+GH13_11	3	CBM48_e3|GH13_11	-;alpha-glucan
NODE_94_length_74134_cov_11.121910_34	2.4.1.18:57|2.4.1.18:57|2.4.1.18:14	CBM48(125-210)+GH13_9(275-574)	CBM48_e2(22-113)+CBM48_e2(122-218)+GH13_e200(275-574)	CBM48+GH13_9	3	CBM48_e2|CBM48_e2|GH13_9	alpha-glucan
NODE_9507_length_3427_cov_26.270166_1	-	-	-	GH108	1	-	-
NODE_95095_length_542_cov_5.328542_1	2.4.2.43:13	-	GT83_e0(1-180)	GT83	2	GT83_e0	-
NODE_95150_length_542_cov_2.529774_1	-	-	GT2(1-96)	GT2	2	GT2	-
NODE_95190_length_542_cov_2.117043_1	3.2.1.1:1;3.2.1.-:1	GH13_19(1-180)	GH13_e62(1-180)	GH13_19	3	GH13_19	alpha-glucan
NODE_951_length_22693_cov_5.833068_14	-	-	-	GT0	1	-	-
NODE_951_length_22693_cov_5.833068_8	-	GH5_25(101-346)	GH5_e250(109-350)	-	2	GH5_25	-
NODE_95214_length_542_cov_1.938398_1	-	-	-	GT2	1	-	-
NODE_95236_length_542_cov_1.751540_1	2.4.99.-:1	-	GT107_e2(1-167)	-	1	-	-
NODE_95262_length_542_cov_1.558522_1	3.2.1.39:6;3.2.1.-:3	-	GH17_e35(1-180)	-	1	-	-;beta-glucan
NODE_95263_length_542_cov_1.558522_1	-	-	-	GH0	1	-	-
NODE_9545_length_3418_cov_2.662504_5	-	GH24(29-160)	GH24_e190(31-160)	GH24	3	GH24_e190	peptidoglycan
NODE_954_length_22674_cov_5.611919_10	-	-	-	GH2_10+GH2_10	1	-	-
NODE_954_length_22674_cov_5.611919_4	-	-	-	GH5	1	-	-
NODE_9550_length_3415_cov_4.061905_2	-	-	-	CE0	1	-	-
NODE_95536_length_541_cov_1.397119_1	-	-	-	GT2	1	-	-
NODE_9555_length_3414_cov_4.033343_1	-	-	-	GH79	1	-	-
NODE_9562_length_3412_cov_86.056002_4	3.5.1.41:1	-	CE4_e177(91-189)	CE4	2	CE4_e177	chitin
NODE_9563_length_3411_cov_34.831347_1	-	GT25(2-171)	GT25_e93(3-172)	GT25	3	GT25_e93	-
NODE_95647_length_540_cov_2.505155_1	3.2.1.28:18	-	GH37_e6(3-177)	GH37	2	GH37_e6	trehalose
NODE_95648_length_540_cov_2.496907_1	-	GH73(105-179)	GH73_e141(107-179)	-	2	GH73_e141	-
NODE_95694_length_540_cov_2.020619_1	2.4.1.-:1;3.2.1.22:58	GH27(1-124)	GH27_e14(1-125)	-	2	GH27_e14	alpha-galactan;galactan
NODE_9574_length_3408_cov_3.444378_3	-	-	GT92_e3(12-226)	GT0	2	GT92_e3	-
NODE_9575_length_3408_cov_2.446168_2	-	GH188(41-173)	-	-	1	-	-
NODE_9576_length_3407_cov_85.764320_2	-	-	-	GH23	1	-	-
NODE_95774_length_540_cov_1.371134_1	2.4.1.25:2;3.2.1.33:2	-	GH13_e153(9-141)	-	1	-	alpha-glucan
NODE_9577_length_3407_cov_29.178998_2	-	GT122(34-355)	-	GT122	2	GT122	-
NODE_957_length_22639_cov_11.153870_9	-	-	-	CBM50	1	-	-
NODE_95807_length_540_cov_0.995876_1	-	-	-	GH23	1	-	-
NODE_95812_length_540_cov_0.958763_1	-	-	-	GT0	1	-	-
NODE_95814_length_540_cov_0.927835_1	-	-	GT2(5-137)	GT2	2	GT2	-
NODE_95881_length_539_cov_2.588843_1	-	-	-	GH189+GH94+GT84	1	-	-
NODE_9588_length_3405_cov_3.786567_2	-	GH177(3-296)	-	-	1	-	-
NODE_9590_length_3404_cov_6.656017_4	-	GH24(15-149)	GH24_e86(18-149)	-	2	GH24_e86	peptidoglycan
NODE_95925_length_539_cov_2.113636_1	3.2.1.15:2	GH28(1-147)	GH28_e1(1-179)	GH28	3	GH28_e1	pectin
NODE_95942_length_539_cov_1.960744_1	-	-	-	GT4	1	-	-
NODE_9594_length_3403_cov_5.526583_3	-|-	GT2(72-205)	GT2(73-219)+GT2(325-501)	GT2	3	GT2|GT2	-
NODE_9595_length_3402_cov_69.122498_1	-|-	-	GH1_e73(31-348)+GT4_e3814(600-716)	GH1+GT4	2	GH1_e73|GT4_e3814	-
NODE_95992_length_539_cov_1.551653_1	-	GH25(19-170)	GH25_e92(20-179)	GH25	3	GH25_e92	peptidoglycan
NODE_9599_length_3402_cov_3.111742_1	-	-	-	GH18	1	-	-
NODE_959_length_22598_cov_38.825179_2	3.2.1.26:13	GH32(401-707)	GH32_e0(402-707)	GH32	3	GH32_e0	fructan
NODE_959_length_22598_cov_38.825179_21	-	-	-	GH65	1	-	-
NODE_96009_length_539_cov_1.373967_1	-	-	-	GT71	1	-	-
NODE_9603_length_3401_cov_3.241781_1	-	GT4(189-327)	GT4_e820(190-327)	GT4	3	GT4_e820	-
NODE_9603_length_3401_cov_3.241781_2	-	GT9(77-265)	GT9_e78(73-268)	GT9	3	GT9_e78	-
NODE_96105_length_538_cov_2.948240_1	-	-	-	CBM48+GH13_11	1	-	-
NODE_96109_length_538_cov_2.826087_1	-	-	GT2(2-115)	-	1	-	-
NODE_9614_length_3398_cov_3.005384_1	-	-	-	AA6	1	-	-
NODE_9614_length_3398_cov_3.005384_2	-	-	-	GT62	1	-	-
NODE_9615_length_3397_cov_6.831239_1	-	-	GT4_e1089(312-444)	GT4	2	GT4_e1089	-
NODE_9615_length_3397_cov_6.831239_2	-	-	GT2(15-239)	GT2	2	GT2	-
NODE_9615_length_3397_cov_6.831239_3	-	-	GT2(22-248)	GT2	2	GT2	-
NODE_96170_length_538_cov_2.151139_1	3.2.1.52:1;3.2.1.132:1	GH5_48(26-179)	GH5_e121(35-179)	-	2	GH5_48	chitin;peptidoglycan
NODE_96198_length_538_cov_1.966874_1	-	GT2(8-107)	GT2(9-179)	-	2	GT2	-
NODE_9620_length_3396_cov_3.981143_4	-	-	-	GH13_11	1	-	-
NODE_96256_length_538_cov_1.573499_1	-	-	GT2(9-159)	-	1	-	-
NODE_962_length_22589_cov_13.597364_10	3.2.1.21:4;3.2.1.37:1;3.2.1.86:49	GH1(3-459)	GH1_e85(4-460)	GH1	3	GH1_e85	beta-glucan;xylan
NODE_9632_length_3392_cov_3.146239_2	-	GH23(103-246)	GH23_e819(104-246)	CBM50+GH23	3	GH23_e819	-
NODE_9635_length_3391_cov_26.356715_5	-	AA1(1-458)	AA1_e13(1-205)	-	2	AA1_e13	lignin
NODE_96387_length_537_cov_3.547718_1	-	GT4(13-126)	GT4_e2758(1-129)	GT4	3	GT4_e2758	-
NODE_963_length_22570_cov_70.353054_1	-	-	-	GT2	1	-	-
NODE_963_length_22570_cov_70.353054_18	-	-	-	CBM48+GH13_9	1	-	-
NODE_963_length_22570_cov_70.353054_2	-	-	-	GT2	1	-	-
NODE_963_length_22570_cov_70.353054_3	-	-	-	GT2	1	-	-
NODE_963_length_22570_cov_70.353054_4	-	-	-	GT51	1	-	-
NODE_963_length_22570_cov_70.353054_9	3.2.1.21:1;3.2.1.23:2;3.2.1.86:26	GH1(1-473)	GH1_e0(5-474)	GH1	3	GH1_e0	beta-galactan;beta-glucan
NODE_96416_length_537_cov_2.717842_1	3.5.1.25:23	CE9(2-158)	CE9_e0(2-158)	CE9	3	CE9_e0	host glycan
NODE_9641_length_3391_cov_3.024281_1	-	-	-	GH0	1	-	-
NODE_96432_length_537_cov_2.489627_1	-	-	GT4_e1118(1-97)	-	1	-	-
NODE_96447_length_537_cov_2.280083_1	-	-	GT83_e87(1-134)	-	1	-	-
NODE_96474_length_537_cov_1.929461_1	-	GT26(2-109)	GT26_e151(2-110)	-	2	GT26_e151	-
NODE_9647_length_3390_cov_3.125637_2	-	-	-	GT4	1	-	-
NODE_9647_length_3390_cov_3.125637_3	2.4.1.132:6;2.4.1.257:6	GT4(116-250)	GT4_e2823(118-250)	GT4	3	GT4_e2823	-
NODE_96486_length_537_cov_1.817427_1	2.4.1.109:8	GT39(8-98)	GT39_e12(2-99)	-	2	GT39_e12	-
NODE_9648_length_3390_cov_2.925337_3	-	-	-	GT4	1	-	-
NODE_964_length_22558_cov_15.028574_10	3.2.1.21:4;3.2.1.37:1;3.2.1.86:49	GH1(3-459)	GH1_e85(4-459)	GH1	3	GH1_e85	beta-glucan;xylan
NODE_9654_length_3388_cov_3.876688_1	-	-	-	CBM48	1	-	-
NODE_9657_length_3388_cov_3.349235_4	3.2.1.21:1;3.2.1.74:1	-	GH3_e92(59-139)	-	1	-	beta-glucan
NODE_96591_length_536_cov_115.756757_1	-	-	-	GH23	1	-	-
